Leading Gene name,Leading Protein ID,Median_cirrhosis,Median_nonNAFLD,Median_NAFLD,P-value [-Log10],Log2 difference,RNA tissue category,Significant,Peptides,Razor + unique peptides,Unique peptides,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Q-value,Score,Intensity,MS/MS count,Protein IDs,Majority protein IDs,Protein names,Gene names
A2M,P01023,37.922045,37.25491,37.25897,3.882064861,0.622709401,,+,130,130,93,77,77,63,163.29,0,323.31,6.22E+13,30837,P01023;Q9BQ22;F5H1E8,P01023,Alpha-2-macroglobulin,A2M
C3,P01024,37.56976,37.55556,37.75532,0.102998156,0.016577911,,,149,149,130,81.7,81.7,72.2,187.15,0,323.31,5.03E+13,28960,P01024;V9HWA9;B4E216;M0QYC8;M0QXZ3;M0R0Q9,P01024;V9HWA9;B4E216,Complement C3;Complement C3 beta chain;C3-beta-c;Complement C3 alpha chain;C3a anaphylatoxin;Acylation stimulating protein;Complement C3b alpha chain;Complement C3c alpha chain fragment 1;Complement C3dg fragment;Complement C3g fragment;Complement C3d fragment;Complement C3f fragment;Complement C3c alpha chain fragment 2,C3;HEL-S-62p
C5,P01031,33.127705,33.15436,33.145275,0.389012118,-0.054124196,Tissue enriched,,102,102,92,68.7,68.7,63.2,188.3,0,323.31,6.19E+12,7859,P01031;Q59GS8,P01031;Q59GS8,Complement C5;Complement C5 beta chain;Complement C5 alpha chain;C5a anaphylatoxin;Complement C5 alpha chain,C5
PIGR,P01833,27.239325,25.17188,26.685465,4.251801968,1.905471971,,+,11,11,11,17.5,17.5,17.5,83.283,0,275.13,24991000000,122,P01833,P01833,Polymeric immunoglobulin receptor;Secretory component,PIGR
IGHG4,P01861,30.62851,31.4334,31.79789,0.261354575,-0.366626125,,,14,7,0,52,26.6,0,35.94,0,112.15,7.56E+11,637,P01861,P01861,Ig gamma-4 chain C region,IGHG4
FGA,P02671,37.29813,37.12617,37.06724,1.669176347,0.133147685,Tissue enriched,,73,73,73,71.6,71.6,71.6,94.972,0,323.31,3.60E+13,14780,P02671;A0A0S2Z3E8;Q3KRA7;Q6NSD8;A0A087WUA0;A0A0S2Z3M3;Q8WW76;A0A0S2Z3P3;Q86Z09;CON__P02672,P02671;A0A0S2Z3E8,Fibrinogen alpha chain;Fibrinopeptide A;Fibrinogen alpha chain,FGA
FGB,P02675,36.404835,36.3535,36.214765,0.707979786,0.091848119,Tissue enriched,,44,44,38,77.6,77.6,72.1,55.928,0,323.31,2.13E+13,11043,P02675;V9HVY1;B4E1D3;D3DP13;D6REL8,P02675;V9HVY1;B4E1D3;D3DP13;D6REL8,Fibrinogen beta chain;Fibrinopeptide B;Fibrinogen beta chain,FGB;HEL-S-78p
FGG,P02679,36.526635,36.42873,36.37792,0.560567907,0.056745317,Tissue enriched,,48,48,1,88.5,88.5,4.6,51.511,0,323.31,2.26E+13,8501,P02679;C9JC84,P02679;C9JC84,Fibrinogen gamma chain,FGG
CRP,P02741,26.161035,25.1757,26.760705,1.180468322,1.485037867,Group enriched,,5,5,5,18.8,18.8,18.8,25.038,0,40.167,2.52E+11,244,P02741;Q5VVP7;C9JRE9,P02741,C-reactive protein;C-reactive protein(1-205),CRP
APCS,P02743,31.748265,32.05763,32.01317,1.688695024,-0.274411117,Tissue enriched,,11,11,11,40.8,40.8,40.8,25.387,0,323.31,3.82E+12,2234,P02743;V9HWP0,P02743;V9HWP0,Serum amyloid P-component;Serum amyloid P-component(1-203),APCS;HEL-S-92n
FN1,P02751,34.979515,34.8792,35.05922,0.266284538,0.076661682,,,109,109,0,56.2,56.2,0,262.62,0,323.31,1.22E+13,11916,P02751;H0Y7Z1;A6YID6,P02751,Fibronectin;Anastellin;Ugl-Y1;Ugl-Y2;Ugl-Y3,FN1
RBP4,P02753,29.02226,29.49762,29.47846,3.963592112,-0.613347159,Tissue enriched,+,12,12,12,73.1,73.1,73.1,23.01,0,323.31,1.05E+12,1725,P02753;Q5VY30,P02753;Q5VY30,Retinol-binding protein 4;Plasma retinol-binding protein(1-182);Plasma retinol-binding protein(1-181);Plasma retinol-binding protein(1-179);Plasma retinol-binding protein(1-176),RBP4
AMBP,P02760,31.343605,31.53427,31.33485,0.734357537,-0.147173267,Tissue enriched,,15,15,15,56.8,56.8,56.8,38.999,0,323.31,1.67E+12,2012,P02760;B7Z8R6;S4R471;S4R3Y4;P78492,P02760;B7Z8R6;S4R471,Protein AMBP;Alpha-1-microglobulin;Inter-alpha-trypsin inhibitor light chain;Trypstatin,AMBP
ORM1,P02763,34.74032,34.95046,34.89459,1.386625458,-0.271673754,Tissue enriched,,14,14,10,53.2,53.2,34.3,23.511,0,323.31,7.97E+12,3347,P02763;V9HWF6,P02763;V9HWF6,Alpha-1-acid glycoprotein 1;Alpha-1-acid glycoprotein,ORM1;HEL-S-153w
GC,P02774,34.08713,34.27586,34.20805,2.249445341,-0.168254683,Tissue enriched,+,40,40,3,79.5,79.5,2.7,52.963,0,323.31,1.13E+13,4994,P02774;V9HWI6,P02774;V9HWI6,Vitamin D-binding protein,GC;HEL-S-51
PPBP,P02775,24.76445,24.78955,24.42815,0.367796939,0.387294748,,,7,7,7,50,50,50,13.894,0,277.07,3.42E+11,396,P02775;D3JV41;D3JV42;D3JV43,P02775;D3JV41;D3JV42;D3JV43,Platelet basic protein;Connective tissue-activating peptide III;TC-2;Connective tissue-activating peptide III(1-81);Beta-thromboglobulin;Neutrophil-activating peptide 2(74);Neutrophil-activating peptide 2(73);Neutrophil-activating peptide 2;TC-1;Neutrophil-activating peptide 2(1-66);Neutrophil-activating peptide 2(1-63);C-X-C motif chemokine,PPBP
TFRC,P02786,25.186575,24.7024,24.61517,0.6914318,0.253239335,,,20,20,1,31.1,31.1,1.4,84.87,0,107.99,10034000000,49,P02786;G3V0E5,P02786;G3V0E5,"Transferrin receptor protein 1;Transferrin receptor protein 1, serum form",TFRC
TF,P02787,29.675385,29.391,29.6892,0.3812104,0.787157038,Tissue enriched,,46,2,0,58.9,4.6,0,77.063,0,145.36,1.30E+11,162,P02787;Q06AH7;B4DEX9,P02787;Q06AH7,Serotransferrin,TF
HPX,P02790,34.99082,35.03075,34.982655,0.361382844,-0.040438122,Tissue enriched,,36,36,36,77.1,77.1,77.1,51.676,0,323.31,1.60E+13,6031,P02790;Q9BS19;B7Z8Q4,P02790;Q9BS19,Hemopexin,HPX
FTL,P02792,23.18676,27.14492,27.45874,0.886825987,-1.869909901,,,7,7,7,53.7,53.7,53.7,20.019,0,72.804,56024000000,59,P02792;Q6S4P3;B1Q3B3;B1Q3B4;B1Q387;Q4FCH6,P02792;Q6S4P3;B1Q3B3;B1Q3B4,Ferritin light chain;Ferritin,FTL;FTL variant
ANG,P03950,20.26209,24.80931,24.27203,2.739996085,-2.907236163,Tissue enriched,+,2,2,2,15,15,15,16.55,0.00057737,4.2962,6133900000,12,P03950;W0UV28,P03950;W0UV28,Angiogenin,ANG;RAA1
F11,P03951,26.85627,27.14102,27.193655,1.838758793,-0.277775086,Tissue enhanced,,16,15,15,27.7,26.6,26.6,70.108,0,177.91,53902000000,310,P03951;X6R3B1;D6RB32;Q9UEG0;H0Y596;Q96QS8,P03951,Coagulation factor XI;Coagulation factor XIa heavy chain;Coagulation factor XIa light chain,F11
CAT,P04040,24.027395,23.85757,24.45975,0.083674978,0.04201213,,,24,24,24,63.2,63.2,63.2,59.755,0,323.31,1.11E+11,398,P04040;B4DWK8;Q8TAK2;A0A1C9J7V9,P04040;B4DWK8,Catalase,CAT
FUCA1,P04066,23.45769,23.59263,22.958355,0.073418689,0.105726073,,,17,17,17,48.1,48.1,48.1,53.688,0,161.19,33804000000,85,P04066;B5MDC5;B7Z362,P04066,Tissue alpha-L-fucosidase,FUCA1
ALDOA,P04075,28.060745,27.85638,28.07622,0.152321678,0.074451786,,,22,22,19,81.3,81.3,69.2,39.42,0,323.31,1.01E+11,215,P04075;V9HWN7;J3KPS3;H3BQN4;A0A0M4FNU3;H3BPS8;H3BUH7;H3BR04;H3BMQ8;H3BU78;H3BR68;A4UCS9;A4UCT0,P04075;V9HWN7;J3KPS3;H3BQN4;A0A0M4FNU3;H3BPS8;H3BUH7;H3BR04,Fructose-bisphosphate aldolase A;Fructose-bisphosphate aldolase,ALDOA;HEL-S-87p
ANXA1,P04083,23.872295,26.67303,25.976805,1.650435073,-2.451571507,,,11,11,11,40.2,40.2,40.2,38.714,0,96.14,12836000000,51,P04083;Q5TZZ9;B5BU38;Q5T3N1;Q5T3N0;B4DL19;Q05BR2,P04083;Q5TZZ9;B5BU38;Q5T3N1,Annexin A1;Annexin,ANXA1
HRG,P04196,32.78089,32.83846,32.78386,0.536129153,-0.164643584,Tissue enriched,,22,22,2,39.8,39.8,4,59.578,0,323.31,2.79E+12,2748,P04196,P04196,Histidine-rich glycoprotein,HRG
HEL-S-163pA,V9HWD8,33.8118,33.69437,33.709845,0.009907602,0.003821097,Tissue enriched,,22,22,8,68.5,68.5,21.8,54.253,0,323.31,7.41E+12,4840,V9HWD8;P04217;B3KP79;Q7Z3U3,V9HWD8;P04217;B3KP79,Alpha-1B-glycoprotein,HEL-S-163pA;A1BG
VWF,P04275,29.343055,28.58978,28.83841,2.51089154,0.92928329,,+,61,61,2,24.8,24.8,0.8,309.26,0,323.31,2.43E+11,1020,P04275,P04275,von Willebrand factor;von Willebrand antigen 2,VWF
GAPDH,P04406,23.417475,24.37782,24.525265,1.39955745,-1.646311972,,,15,15,11,70.7,70.7,57.6,36.053,0,323.31,35798000000,259,P04406;V9HVZ4;Q2TSD0;Q0QET7;E7EUT5;A4UCT1;B4DRV9;Q16768,P04406;V9HVZ4;Q2TSD0;Q0QET7;E7EUT5,Glyceraldehyde-3-phosphate dehydrogenase,GAPDH;HEL-S-162eP
CHGB,P05060,22.3965,22.56351,22.123155,0.450741064,-0.415384271,,,14,14,3,23.9,23.9,6.6,78.275,0,200.67,3095800000,52,P05060;B2R5M3;A0A0A0MT66,P05060;B2R5M3,Secretogranin-1;PE-11;GAWK peptide;CCB peptide,CHGB
S100A8,P05109,21.255125,23.56384,21.56227,1.535146017,-1.38000376,,,6,6,6,69.9,69.9,69.9,10.834,0,24.718,73393000000,124,P05109,P05109,"Protein S100-A8;Protein S100-A8, N-terminally processed",S100A8
F13B,P05160,27.523715,27.76446,27.829155,0.775560364,-0.137074386,Tissue enriched,,23,23,23,39.5,39.5,39.5,75.51,0,323.31,1.99E+11,669,P05160;CON__Q2TBQ1,P05160,Coagulation factor XIII B chain,F13B
ICAM1,P05362,24.693115,24.1332,24.093255,0.336203853,0.538021278,,,11,11,11,23.7,23.7,23.7,57.825,0,135.85,56125000000,179,P05362;Q5NKV8;B4DNT6;B4DQW5;K7EKL8;E7ESS4;B4DW82;Q15463;A0A1C9J7T1;Q15462;Q99930;O00177,P05362;Q5NKV8;B4DNT6;B4DQW5,Intercellular adhesion molecule 1,ICAM1
SERPINA7,P05543,30.33031,30.14831,30.19012,0.935880831,0.169651922,Tissue enriched,,23,23,23,59,59,59,46.324,0,323.31,1.98E+12,2031,P05543;CON__Q9TT36,P05543,Thyroxine-binding globulin,SERPINA7
SERPIND1,P05546,32.94497,33.27586,33.268485,2.339239449,-0.310712221,Tissue enriched,+,32,32,32,77.4,77.4,77.4,57.07,0,323.31,4.05E+12,4062,P05546;Q8IVC0;CON__ENSEMBL:ENSBTAP00000018574,P05546;Q8IVC0,Heparin cofactor 2,SERPIND1
GSN,P06396,33.001435,32.97971,32.91616,0.023980274,-0.006408183,,,52,52,3,74.9,74.9,3.7,85.696,0,323.31,5.51E+12,5482,P06396;V9H1C1;V9H0U2,P06396,Gelsolin,GSN
C2,P06681,28.7291,28.88285,28.82486,0.357999139,-0.082332526,Tissue enhanced,,41,8,5,57.6,14.9,8.9,83.267,0,323.31,6.48E+11,876,P06681;Q5JP69;A0A0G2JL69;Q53HP3;Q53GZ8;B4DV48;A0A0G2JIE7;H0Y3H6;B4DQI1;Q95IG1;E9PDZ0;A0A0G2JK28;B3KTX9;H0Y868;Q8N6L6;A0A0G2JI59;C9JYQ5;A2ABG0,P06681;Q5JP69;A0A0G2JL69;Q53HP3;Q53GZ8;B4DV48;A0A0G2JIE7;H0Y3H6;B4DQI1;Q95IG1;E9PDZ0;A0A0G2JK28;B3KTX9,Complement C2;Complement C2b fragment;Complement C2a fragment,C2
S100A9,P06702,24.464505,24.66492,24.79689,1.290453366,-0.331763882,,,9,9,9,81.6,81.6,81.6,13.242,0,230.06,1.08E+11,201,P06702;B2R4M6,P06702;B2R4M6,Protein S100-A9;Protein S100,S100A9
APOA4,P06727,34.6249,34.9548,34.84218,1.235049161,-0.303080241,,,46,46,44,86.1,86.1,83.3,45.398,0,323.31,1.30E+13,8911,P06727;Q13784,P06727;Q13784,Apolipoprotein A-IV,APOA4
CKM,P06732,26.763125,26.57542,26.357735,0.208294465,0.125285572,,,17,17,15,52,52,46.5,43.101,0,93.509,28431000000,87,P06732;B2R892;B4DUP1;B4DNF8;H0YJG0,P06732;B2R892;B4DUP1,"Creatine kinase M-type;Creatine kinase M-type, N-terminally processed",CKM
LDHB,P07195,25.461825,26.03591,25.456245,1.472901639,-0.479098956,,,16,16,15,58.4,58.4,54.8,36.638,0,323.31,65781000000,174,P07195;Q5U077;A8MW50;C9J7H8;F5H793;Q59G78,P07195;Q5U077;A8MW50,L-lactate dehydrogenase B chain;L-lactate dehydrogenase,LDHB
C8A,P07357,30.189835,30.31959,30.319545,0.518406738,-0.089765316,Tissue enriched,,21,21,21,51.4,51.4,51.4,65.163,0,323.31,1.13E+12,1243,P07357;Q05CV2,P07357;Q05CV2,Complement component C8 alpha chain,C8A
C8G,P07360,29.719465,29.59513,29.86338,0.057125975,0.018738683,Group enriched,,14,14,14,81.7,81.7,81.7,22.277,0,323.31,6.63E+11,1221,P07360;Q5SQ08,P07360;Q5SQ08,Complement component C8 gamma chain,C8G
TUBB,P07437,22.79766,22.234,22.034165,0.000745464,-0.001176495,,,11,11,3,38.3,38.3,13.3,49.67,0,323.31,6718200000,81,P07437;Q5JP53;Q5SU16;B7ZAF0;B4DY90;Q5ST81;B7ZAK1;Q6LC01;B4DMU8;Q9BUU9;B4E052;Q1KSF8;Q96B85;B4DXZ5;B4DQN9;B4DMJ5;A4UCT2;Q6P602;A4UCU2,P07437;Q5JP53;Q5SU16;B7ZAF0;B4DY90;Q5ST81;B7ZAK1;Q6LC01;B4DMU8;Q9BUU9;B4E052;Q1KSF8;Q96B85;B4DXZ5;B4DQN9,Tubulin beta chain,TUBB;XTP3TPATP1
THBS1,P07996,21.97101,24.8811,24.667915,1.666741663,-1.904736053,,,20,20,19,20.5,20.5,19.3,129.38,0,323.31,39165000000,125,P07996;A0A024R9Q1;CON__Q28194;A0PJG0;A8MZG1,P07996;A0A024R9Q1;CON__Q28194;A0PJG0,Thrombospondin-1,THBS1
SERPINA6,P08185,31.398075,31.52496,31.522605,0.136112854,0.03199482,Tissue enriched,,14,14,14,50.6,50.6,50.6,45.14,0,323.31,7.26E+11,1728,P08185;B2R9F2;G3V350;G3V4V7,P08185;B2R9F2,Corticosteroid-binding globulin,SERPINA6
LPA,P08519,25.447695,26.30835,26.610755,0.054113852,-0.165963576,Tissue enriched,,14,13,13,10.7,10.4,10.4,501.31,0,89.657,71622000000,199,P08519;Q1HP67;Q9UIR8;Q9UIR7;Q8N696;Q9UIR6;A0A087WWY0,P08519;Q1HP67,Apolipoprotein(a),LPA
CFH,P08603,33.618785,33.5527,33.70456,0.91477589,0.083510335,Tissue enhanced,,67,67,0,59.5,59.5,0,139.09,0,323.31,8.12E+12,7740,P08603,P08603,Complement factor H,CFH
VIM,P08670,23.962155,23.80931,23.85281,0.24300837,0.057340368,,,21,19,18,45.9,44,42.3,53.651,0,323.31,27085000000,112,P08670;V9HWE1;B0YJC4;Q53HU8;B3KRK8;B0YJC5;A0A1B0GUA0;A0A1B0GTT5;Q5JVS8;P14136;B4E192;B4DJW0;P17661;P41219;A0A1B0GVG8;H7C5W5;B3KWQ6;Q9H319;Q53SB5;Q45VM8;Q45VM7;Q45VM6;L7RDA5;A5Z217;A0A0S2Z4T0;K7EKH6;B4DUI0,P08670;V9HWE1;B0YJC4;Q53HU8;B3KRK8,Vimentin,VIM;HEL113
SERPINF2,P08697,32.622,32.84221,32.796485,4.386724174,-0.2832169,Tissue enhanced,+,28,28,18,67.6,67.6,43,54.565,0,323.31,3.86E+12,3096,P08697;A0A0G2JPA8;C9JMH6;A0A0J9YY65;CON__P28800,P08697;A0A0G2JPA8;C9JMH6;A0A0J9YY65,Alpha-2-antiplasmin,SERPINF2
DBH,P09172,25.00359,25.21327,25.06138,0.353866477,-0.280016306,,,19,19,19,42.8,42.8,42.8,69.064,0,323.31,3.34E+11,510,P09172;Q5T382,P09172,Dopamine beta-hydroxylase;Soluble dopamine beta-hydroxylase,DBH
PDGFRB,P09619,24.41377,24.34096,24.32712,0.516528742,0.459259775,,,13,13,13,13.7,13.7,13.7,123.97,0,96.178,15926000000,78,P09619;A8KAM8;E5RJ14;E5RH16;Q59F04;E5RII0,P09619;A8KAM8,Platelet-derived growth factor receptor beta,PDGFRB
C4A,P0C0L4,30.662865,30.20769,30.439215,0.933151087,0.494727898,Tissue enhanced,,123,6,1,70.9,5,0.7,192.78,0,323.31,7.91E+11,608,P0C0L4,P0C0L4,Complement C4-A;Complement C4 beta chain;Complement C4-A alpha chain;C4a anaphylatoxin;C4b-A;C4d-A;Complement C4 gamma chain,C4A
C4B,P0C0L5,35.59191,35.63612,35.73394,0.327616173,-0.107276111,Tissue enhanced,,123,123,1,71.3,71.3,1,192.75,0,323.31,2.49E+13,18922,P0C0L5;F5GXS0;B4E344,P0C0L5;F5GXS0,Complement C4-B;Complement C4 beta chain;Complement C4-B alpha chain;C4a anaphylatoxin;C4b-B;C4d-B;Complement C4 gamma chain,C4B
SAA1,P0DJI8,26.84805,26.69843,27.234655,0.033820138,-0.027424622,Tissue enhanced,,6,4,1,58.2,39.3,12.3,13.532,0,190.98,55068000000,151,P0DJI8,P0DJI8,Serum amyloid A-1 protein;Amyloid protein A;Serum amyloid protein A(2-104);Serum amyloid protein A(3-104);Serum amyloid protein A(2-103);Serum amyloid protein A(2-102);Serum amyloid protein A(4-101),SAA1
,P0DOX2,29.993955,29.64238,29.67377,0.332156056,0.191512956,,,12,4,3,33,13.2,9.5,48.462,0,323.31,1.69E+11,468,P0DOX2;A2J1N1;A2NWX4;A0A0J9YVY3,P0DOX2,,
IGHD,P0DOX3,29.30242,28.83244,28.61456,0.020177685,0.032000542,,,11,11,2,26.2,26.2,4.9,56.224,0,323.31,1.56E+11,557,P0DOX3;P01880;A0A0A0MS09,P0DOX3;P01880;A0A0A0MS09,Ig delta chain C region,IGHD
,P0DOX6,28.9143,27.42342,27.845895,1.419596104,1.745723788,,,16,2,1,30.2,2.6,1.4,63.371,0.0010959,3.6088,57715000000,116,P0DOX6,P0DOX6,,
,P0DOX7,32.369165,31.94349,31.82889,1.567484498,0.353599803,,,13,5,3,71.5,32.7,19.2,23.379,0,223.18,8.24E+11,885,P0DOX7,P0DOX7,,
PTPRF,P10586,22.86243,22.98216,23.25027,0.001238426,0.001472494,,,42,42,40,28.5,28.5,27.4,212.88,0,323.31,25900000000,198,P10586;Q59FI2;H0Y6Z7;Q5W9G3;H0Y7Z9;B3KWM1;H0Y4H1;Q7Z3X4;B3KXA8;H0Y380;Q308M3;A2A437;G1UI20,P10586;Q59FI2;H0Y6Z7;Q5W9G3;H0Y7Z9,Receptor-type tyrosine-protein phosphatase F,PTPRF;LAR
CHGA,P10645,24.20403,24.2535,24.25548,0.138685844,0.091783799,,,22,22,22,58.6,58.6,58.6,50.688,0,323.31,17642000000,129,P10645;G5E968;Q86T07,P10645;G5E968;Q86T07,Chromogranin-A;Vasostatin-1;Vasostatin-2;EA-92;ES-43;Pancreastatin;SS-18;WA-8;WE-14;LF-19;Catestatin;AL-11;GV-19;GR-44;ER-37;GE-25;Serpinin-RRG;Serpinin;p-Glu serpinin precursor,CHGA
CLU,P10909,33.178305,33.43341,33.44574,2.701742207,-0.237782033,,+,21,21,21,43.4,43.4,43.4,52.494,0,323.31,3.87E+12,3163,P10909;H0YC35;H0YLK8;E7ERK6;B4DW11;E7ETB4;H0YAS8;Q8IWL5;E5RJZ5;E5RGB0;E5RH61;Q8IWM0;E5RG36;Q6LDQ3,P10909;H0YC35;H0YLK8,Clusterin;Clusterin beta chain;Clusterin alpha chain;Clusterin,CLU
HSPA5,P11021,24.84086,24.78955,25.04592,0.398108281,0.148169115,,,32,32,31,53.4,53.4,53.4,72.332,0,323.31,1.40E+11,437,P11021;V9HWB4;B4DEF7,P11021;V9HWB4,78 kDa glucose-regulated protein,HSPA5;HEL-S-89n
HSPA8,P11142,24.380945,24.84805,24.826385,0.179986993,-0.274212159,,,23,22,19,46.9,44.4,39.9,70.897,0,323.31,1.49E+11,183,P11142;V9HW22;E9PKE3;Q53GZ6;Q96IS6;B3KTV0;Q53HF2;E9PNE6;B4E1Q1;E9PN89;A8K7Q2;E9PLF4;B4DTX2;E9PQQ4;E9PQK7;E9PK54;E9PPY6;E9PI65;P54652;E9PN25;E9PS65;Q96BE0;A0A024R6B5;Q96H53;E9PM13;A4D111;B3KUS2;Q9NZ87;Q9NWW3,P11142;V9HW22;E9PKE3;Q53GZ6;Q96IS6;B3KTV0;Q53HF2;E9PNE6;B4E1Q1;E9PN89;A8K7Q2,Heat shock cognate 71 kDa protein,HSPA8;HEL-S-72p
MBL2,P11226,27.47846,26.36453,26.296975,1.847027229,0.919072575,Tissue enriched,,9,9,9,42.3,42.3,42.3,26.143,0,323.31,2.57E+11,461,P11226,P11226,Mannose-binding protein C,MBL2
IGF2R,P11717,25.63613,25.47383,25.487005,0.122666936,0.036534521,,,35,35,35,15.6,15.6,15.6,274.37,0,323.31,57073000000,228,P11717;Q59EZ3;B4DUY7;S4R328,P11717;Q59EZ3,Cation-independent mannose-6-phosphate receptor,IGF2R
ACE,P12821,22.9282,21.99621,22.437325,0.265102571,0.407404476,,,33,33,33,30.8,30.8,30.8,149.71,0,323.31,33191000000,175,P12821;I3UJJ7;A0A0A0MSN4;D3DU13;I6L9B3;F6X3S4;B4DXK6;J3KTB8;B4DKH4;J3KS28;Q16425;J3QRX8;B4DU66;J3KTH9;J3QLR4;J3KSQ5;J3KRH5,P12821;I3UJJ7;A0A0A0MSN4;D3DU13;I6L9B3;F6X3S4,"Angiotensin-converting enzyme;Angiotensin-converting enzyme, soluble form",ACE
MYH7,P12883,25.48069,25.35951,25.166145,0.648499334,-0.574760416,,,35,35,19,19.2,19.2,10.8,223.09,0,323.31,33377000000,82,P12883;A5YM51;Q59EV3;Q5GJ54;P13533;Q14905;Q2XUS2;Q9H6N6;A0A1B1HY05;Q1ED46,P12883;A5YM51;Q59EV3;Q5GJ54;P13533,Myosin-7;Myosin-6,MYH7;MYH6
NCAM1,P13591,26.32804,26.33586,26.324315,0.156682423,0.091558308,,,28,28,2,38.2,38.2,2.7,94.573,0,323.31,1.70E+11,368,P13591;A0A087WX77;A0A087WWD4,P13591;A0A087WX77;A0A087WWD4,Neural cell adhesion molecule 1,NCAM1
C6,P13671,30.69644,31.19601,31.089545,5.704598447,-0.421560966,Group enriched,+,36,36,36,45.4,45.4,45.4,104.79,0,323.31,1.96E+12,2490,P13671;A8K8Z4,P13671;A8K8Z4,Complement component C6,C6
CD99,P14209,21.552195,21.50802,21.362975,0.061523617,0.051747746,,,5,5,2,45.4,45.4,13,18.848,0,310.67,11942000000,84,P14209;A0A096LP69;B2R932,P14209;A0A096LP69;B2R932,CD99 antigen,CD99
NID1,P14543,23.29553,23.02501,23.281995,0.575462445,0.365570323,,,29,29,17,30.6,30.6,15.6,136.38,0,264.91,20253000000,120,P14543;B4DPX8;H0YJV3,P14543,Nidogen-1,NID1
PKM,P14618,26.024185,25.53742,25.52699,2.175295387,0.487795003,,,24,24,2,53.7,53.7,7.2,57.936,0,323.31,38454000000,136,P14618;V9HWB8;B4DNK4;Q8WUW7;Q9UKK4;Q9UN47;Q9NYI7;Q9UK31,P14618;V9HWB8;B4DNK4;Q8WUW7,Pyruvate kinase PKM;Pyruvate kinase,PKM;HEL-S-30;PKM2
HSP90B1,P14625,25.374505,25.2021,25.081265,1.285407117,0.254462539,,,32,32,31,41.2,41.2,39.7,92.468,0,323.31,63105000000,222,P14625;Q5CAQ5;V9HWP2;Q59FC6;B4DU71;B4DHT9;Q96GW1;B4DQX3;H0YIV0;Q58FF3;Q58FF2;F8W026;F8VPC7,P14625;Q5CAQ5;V9HWP2;Q59FC6;B4DU71;B4DHT9,Endoplasmin,HSP90B1;TRA1;HEL-S-125m
CPN1,P15169,29.161575,29.17474,29.28346,0.043916849,-0.014033741,Tissue enriched,,20,20,16,64,64,54.1,52.286,0,323.31,7.63E+11,1215,P15169;B1AP58,P15169,Carboxypeptidase N catalytic chain,CPN1
DSP,P15924,27.07956,26.81421,26.76357,0.66221737,0.430928506,,,83,83,83,30.5,30.5,30.5,331.77,0,323.31,1.10E+11,340,P15924;Q4LE79;B4E2A0;B4DKX6;B4DWT7;G1UI31;Q6ZP16,P15924;Q4LE79,Desmoplakin,DSP;DSP variant protein
CD44,P16070,25.243055,25.03591,24.937225,0.002294211,-0.005459574,,,6,6,6,10.5,10.5,10.5,81.537,0,150.4,1.37E+11,191,P16070;B4DN59;A8K309;H0YD13;H0Y2P0;H0YDW7;H0YCV9;H0Y5E4;H0YE40;H0YDX6;H0YD17;H0YEU1;B4E2X0;C1PHC2;C1PHC4;C1PHC3;E9PKC6;Q86UZ1;H0YF08;H0YDV8;H0YD90;H0YCL4;H0YEV3,P16070;B4DN59;A8K309;H0YD13;H0Y2P0;H0YDW7;H0YCV9;H0Y5E4,CD44 antigen,CD44
PECAM1,P16284,24.52673,24.35783,23.90878,0.185617217,-0.4809117,,,17,17,1,27.5,27.5,2.2,82.535,0,173.76,15614000000,69,P16284,P16284,Platelet endothelial cell adhesion molecule,PECAM1
FAH,P16930,24.31797,24.91342,25.326,0.157733192,-0.328835975,,,14,14,14,43.2,43.2,43.2,46.374,0,86.435,22052000000,70,P16930;H0YLC7;B7Z4W2;H3BNP8,P16930,Fumarylacetoacetase,FAH
LBP,P18428,27.15265,26.82639,27.11144,0.902976681,0.294686932,Group enriched,,12,12,12,31.8,31.8,31.8,53.383,0,323.31,55983000000,371,P18428;Q8TCF0,P18428;Q8TCF0,Lipopolysaccharide-binding protein,LBP
PGAM1,P18669,22.81877,22.59903,23.497755,0.033920568,0.064539867,,,10,10,10,61.8,61.8,61.8,28.804,0,180.94,19393000000,41,P18669;Q6FHU2;Q53G35;Q6P6D7;Q6FHK8;Q0D2Q6;B4DKL5;B4DMJ7;P15259;Q8N0Y7;B7Z9E5;B4DJA4;A4D2J6;B7ZW15,P18669;Q6FHU2;Q53G35;Q6P6D7;Q6FHK8;Q0D2Q6;B4DKL5;B4DMJ7,Phosphoglycerate mutase 1;Phosphoglycerate mutase,PGAM1;hCG_2015269
PAM,P19021,25.23326,25.05466,25.06802,0.105217114,0.182090272,,,24,24,24,31.2,31.2,31.2,108.33,0,138.31,19367000000,92,P19021;B4DKE0;H7BYD9;H0Y9I4;Q13749;D6RG20;O43832;F8W8D9,P19021;B4DKE0;H7BYD9,Peptidyl-glycine alpha-amidating monooxygenase;Peptidylglycine alpha-hydroxylating monooxygenase;Peptidyl-alpha-hydroxyglycine alpha-amidating lyase,PAM
